Date,Close,High,Low,Open,Volume
2020-01-02,13385.9296875,13425.0302734375,13225.16015625,13233.7099609375,75341400
2020-01-03,13219.1396484375,13282.740234375,13120.7197265625,13266.3896484375,80793400
2020-01-06,13126.990234375,13143.1103515625,12948.169921875,13085.490234375,71778600
2020-01-07,13226.830078125,13283.8798828125,13166.400390625,13199.58984375,78282300
2020-01-08,13320.1796875,13334.0400390625,13106.26953125,13140.490234375,88178800
2020-01-09,13495.0595703125,13523.33984375,13456.7802734375,13474.759765625,86965600
2020-01-10,13483.3095703125,13548.2001953125,13483.3095703125,13533.4599609375,77941000
2020-01-13,13451.51953125,13529.2099609375,13404.7197265625,13521.8603515625,67208300
2020-01-14,13456.490234375,13487.900390625,13362.2001953125,13439.2001953125,74555400
2020-01-15,13432.2998046875,13458.91015625,13388.48046875,13444.9501953125,72046400
2020-01-16,13429.4296875,13492.740234375,13382.98046875,13463.4599609375,39611800
2020-01-17,13526.1298828125,13557.7802734375,13497.2998046875,13513.48046875,86342800
2020-01-20,13548.9404296875,13550.830078125,13487.2099609375,13503.830078125,52882400
2020-01-21,13555.8701171875,13560.6796875,13443.25,13456.900390625,64630900
2020-01-22,13515.75,13640.0595703125,13498.0302734375,13601.650390625,73130700
2020-01-23,13388.419921875,13486.1396484375,13382.23046875,13455.900390625,90749900
2020-01-24,13576.6796875,13604.849609375,13510.7900390625,13512.83984375,87986400
2020-01-27,13204.76953125,13399.419921875,13195.2802734375,13374.990234375,101409200
2020-01-28,13323.6904296875,13327.1201171875,13163.3603515625,13274.009765625,91825300
2020-01-29,13345.0,13371.2998046875,13296.0302734375,13316.419921875,67876800
2020-01-30,13157.1201171875,13262.1796875,13118.9697265625,13186.490234375,100706100
2020-01-31,12981.9697265625,13208.4697265625,12973.7001953125,13196.7998046875,106903800
2020-02-03,13045.1904296875,13077.5703125,12987.5302734375,13033.169921875,81389100
2020-02-04,13281.740234375,13282.6298828125,13131.0703125,13135.6103515625,80887400
2020-02-05,13478.330078125,13488.580078125,13223.1396484375,13224.26953125,108453900
2020-02-06,13574.8203125,13606.9697265625,13533.66015625,13570.330078125,114567900
2020-02-07,13513.8095703125,13551.0302734375,13463.98046875,13530.76953125,87036900
2020-02-10,13494.0302734375,13501.740234375,13445.41015625,13476.0,60456500
2020-02-11,13627.83984375,13668.4296875,13557.9599609375,13604.740234375,104753500
2020-02-12,13749.7802734375,13758.7001953125,13658.150390625,13671.150390625,86733300
2020-02-13,13745.4296875,13745.4296875,13576.9599609375,13695.9296875,92087000
2020-02-14,13744.2099609375,13788.509765625,13728.1201171875,13756.4697265625,66314900
2020-02-17,13783.8896484375,13795.240234375,13754.0400390625,13770.669921875,57400100
2020-02-18,13681.1904296875,13731.3896484375,13660.4501953125,13668.9404296875,82088700
2020-02-19,13789.0,13789.0,13710.7802734375,13751.0498046875,90192900
2020-02-20,13664.0,13788.41015625,13664.0,13774.4404296875,86435200
2020-02-21,13579.330078125,13689.23046875,13500.5,13609.9404296875,108765400
2020-02-24,13035.240234375,13236.580078125,12982.1396484375,13231.3798828125,165148900
2020-02-25,12790.490234375,13132.0400390625,12778.66015625,13132.0400390625,129552500
2020-02-26,12774.8798828125,12849.169921875,12368.0498046875,12682.16015625,163618900
2020-02-27,12367.4599609375,12593.6201171875,12211.6298828125,12526.599609375,191240900
2020-02-28,11890.349609375,12008.58984375,11724.1201171875,11891.8701171875,274623700
2020-03-02,11857.8701171875,12121.599609375,11624.6298828125,12030.26953125,207214100
2020-03-03,11985.3896484375,12272.990234375,11906.8203125,12013.0595703125,195936600
2020-03-04,12127.6904296875,12199.8203125,11929.240234375,11992.58984375,147845700
2020-03-05,11944.7197265625,12207.76953125,11844.8798828125,12191.41015625,148086000
2020-03-06,11541.8701171875,11769.849609375,11447.2001953125,11694.5595703125,195038500
2020-03-09,10625.01953125,10995.2197265625,10556.6396484375,10690.080078125,305324300
2020-03-10,10475.490234375,11032.2900390625,10423.900390625,10724.98046875,267400800
2020-03-11,10438.6796875,10761.4296875,10390.509765625,10601.849609375,216708900
2020-03-12,9161.1298828125,9932.5595703125,9139.1201171875,9863.990234375,390477000
2020-03-13,9232.080078125,9985.740234375,9064.6796875,9480.7802734375,325900900
2020-03-16,8742.25,8967.1103515625,8255.650390625,8728.48046875,302202400
2020-03-17,8939.099609375,9145.9296875,8423.5595703125,9141.169921875,220092600
2020-03-18,8441.7099609375,8670.41015625,8400.1796875,8613.349609375,207558900
2020-03-19,8610.4296875,8668.48046875,8257.5302734375,8495.9404296875,205539300
2020-03-20,8928.9501953125,9201.0703125,8838.2998046875,9080.490234375,286466000
2020-03-23,8741.150390625,9071.1396484375,8480.2802734375,8536.330078125,197208600
2020-03-24,9700.5703125,9700.5703125,9102.169921875,9242.0595703125,203840700
2020-03-25,9874.259765625,10137.6201171875,9460.91015625,9987.3701171875,204692500
2020-03-26,10000.9599609375,10000.9599609375,9526.169921875,9621.240234375,160450300
2020-03-27,9632.51953125,9886.1796875,9541.830078125,9793.5,156138300
2020-03-30,9815.9697265625,9817.509765625,9453.7900390625,9725.8798828125,131120200
2020-03-31,9935.83984375,10096.419921875,9703.8798828125,9970.7900390625,151505700
2020-04-01,9544.75,9686.4599609375,9498.0498046875,9610.669921875,132862200
2020-04-02,9570.8203125,9650.26953125,9337.01953125,9587.4501953125,144225800
2020-04-03,9525.76953125,9626.7197265625,9470.2001953125,9535.26953125,116245300
2020-04-06,10075.169921875,10097.3095703125,9841.490234375,9889.0302734375,126692200
2020-04-07,10356.7001953125,10590.41015625,10225.01953125,10464.1103515625,149513100
2020-04-08,10332.8896484375,10340.7900390625,10198.2197265625,10301.5595703125,102430700
2020-04-09,10564.740234375,10649.7900390625,10311.7001953125,10490.650390625,134477100
2020-04-14,10696.5595703125,10820.169921875,10658.9599609375,10733.9697265625,106043700
2020-04-15,10279.759765625,10678.1904296875,10243.1103515625,10678.1904296875,133088500
2020-04-16,10301.5400390625,10438.3701171875,10236.240234375,10420.259765625,106131500
2020-04-17,10625.7802734375,10756.7802734375,10542.7099609375,10607.349609375,143341400
2020-04-20,10675.900390625,10707.3095703125,10444.5498046875,10704.349609375,103611100
2020-04-21,10249.849609375,10524.73046875,10249.849609375,10519.4404296875,121194400
2020-04-22,10415.0302734375,10425.01953125,10321.2001953125,10370.25,92389500
2020-04-23,10513.7900390625,10608.3896484375,10325.1103515625,10437.3798828125,97907700
2020-04-24,10336.08984375,10486.4697265625,10299.3095703125,10299.3095703125,120035000
2020-04-27,10659.990234375,10660.3603515625,10523.099609375,10551.0703125,122476600
2020-04-28,10795.6298828125,10897.8203125,10651.580078125,10658.4697265625,146549900
2020-04-29,11107.740234375,11125.349609375,10789.51953125,10812.740234375,145350700
2020-04-30,10861.6396484375,11235.5703125,10839.2998046875,11195.2099609375,162733400
2020-05-04,10466.7998046875,10578.4296875,10426.0595703125,10543.3603515625,140425100
2020-05-05,10729.4599609375,10736.9501953125,10518.9404296875,10627.0703125,103766700
2020-05-06,10606.2001953125,10773.8603515625,10598.900390625,10716.509765625,94905700
2020-05-07,10759.26953125,10761.8603515625,10617.23046875,10640.76953125,102151600
2020-05-08,10904.48046875,10918.3203125,10819.0703125,10882.4404296875,81795700
2020-05-11,10824.990234375,10986.2197265625,10740.8203125,10948.240234375,88080900
2020-05-12,10819.5,10886.009765625,10772.580078125,10777.740234375,88857600
2020-05-13,10542.66015625,10698.1298828125,10530.3203125,10669.990234375,108739000
2020-05-14,10337.01953125,10474.080078125,10160.8896484375,10418.0400390625,133623600
2020-05-15,10465.169921875,10547.1904296875,10382.5400390625,10470.849609375,116082600
2020-05-18,11058.8701171875,11089.5,10677.51953125,10683.8603515625,118984900
2020-05-19,11075.2900390625,11201.1796875,10936.0703125,11200.919921875,125543400
2020-05-20,11223.7099609375,11246.91015625,10978.5703125,11029.330078125,98827200
2020-05-21,11065.9296875,11194.919921875,11036.91015625,11088.1201171875,73570300
2020-05-22,11073.8701171875,11138.150390625,10867.169921875,10896.2802734375,86150600
2020-05-25,11391.2802734375,11391.2802734375,11118.1201171875,11186.0400390625,72133500
2020-05-26,11504.650390625,11544.349609375,11429.8798828125,11488.990234375,124580900
2020-05-27,11657.6904296875,11747.2001953125,11519.76953125,11530.2001953125,168966900
2020-05-28,11781.1298828125,11813.1396484375,11654.830078125,11746.7802734375,124127000
2020-05-29,11586.849609375,11729.98046875,11575.740234375,11649.3701171875,170600400
2020-06-02,12021.2802734375,12055.5703125,11850.33984375,11896.7001953125,143102700
2020-06-03,12487.3603515625,12507.41015625,12133.7001953125,12147.1201171875,152036900
2020-06-04,12430.5595703125,12558.240234375,12326.4404296875,12390.0302734375,138856600
2020-06-05,12847.6796875,12858.7900390625,12560.1904296875,12565.16015625,168928500
2020-06-08,12819.58984375,12913.1298828125,12670.9501953125,12722.6796875,140371700
2020-06-09,12617.990234375,12864.91015625,12502.4501953125,12859.830078125,145984300
2020-06-10,12530.16015625,12763.8896484375,12471.0595703125,12719.150390625,112489400
2020-06-11,11970.2900390625,12301.9501953125,11970.2900390625,12223.419921875,133278800
2020-06-12,11949.2802734375,12172.6298828125,11828.66015625,11876.33984375,118016300
2020-06-15,11911.349609375,11968.0595703125,11597.8203125,11661.3603515625,99879200
2020-06-16,12315.66015625,12434.26953125,12132.7998046875,12168.3701171875,122780400
2020-06-17,12382.1396484375,12432.23046875,12288.169921875,12312.4404296875,102040400
2020-06-18,12281.5302734375,12483.83984375,12189.669921875,12347.490234375,154821700
2020-06-19,12330.759765625,12447.150390625,12319.1904296875,12375.1796875,227975200
2020-06-22,12262.9697265625,12399.3701171875,12172.1201171875,12194.48046875,91977200
2020-06-23,12523.759765625,12616.1201171875,12332.099609375,12360.08984375,113421700
2020-06-24,12093.9404296875,12489.240234375,12093.9404296875,12459.8095703125,102775200
2020-06-25,12177.8701171875,12236.4599609375,11957.3095703125,12102.25,128245800
2020-06-26,12089.3896484375,12347.4501953125,12060.8896484375,12308.48046875,111965200
2020-06-29,12232.1201171875,12297.6796875,12045.259765625,12090.41015625,121308400
2020-06-30,12310.9296875,12350.349609375,12188.08984375,12287.9404296875,124633200
2020-07-01,12260.5703125,12391.7197265625,12095.1103515625,12391.7197265625,81131500
2020-07-02,12608.4599609375,12658.169921875,12370.7197265625,12378.7998046875,103857000
2020-07-03,12528.1796875,12649.98046875,12476.1298828125,12644.599609375,54014400
2020-07-06,12733.4501953125,12842.58984375,12655.2099609375,12774.76953125,78193500
2020-07-07,12616.7998046875,12661.1201171875,12525.1796875,12660.08984375,78792300
2020-07-08,12494.8095703125,12670.1904296875,12463.2197265625,12542.580078125,74362600
2020-07-09,12489.4599609375,12709.6796875,12459.16015625,12639.169921875,76140500
2020-07-10,12633.7099609375,12649.990234375,12416.6904296875,12442.2197265625,72727400
2020-07-13,12799.9697265625,12836.41015625,12688.9404296875,12817.1904296875,72522700
2020-07-14,12697.3603515625,12697.91015625,12535.900390625,12642.23046875,76739200
2020-07-15,12930.98046875,12999.83984375,12773.4404296875,12812.1103515625,78620200
2020-07-16,12874.9697265625,12919.23046875,12805.4697265625,12857.2998046875,68007000
2020-07-17,12919.6103515625,12954.25,12870.26953125,12915.26953125,75182300
2020-07-20,13046.919921875,13063.6904296875,12811.7197265625,12898.1103515625,59658600
2020-07-21,13171.830078125,13313.900390625,13147.2998046875,13194.9296875,92171700
2020-07-22,13104.25,13197.919921875,13067.0595703125,13165.2900390625,68185200
2020-07-23,13103.3896484375,13217.73046875,13072.8203125,13183.5,64544500
2020-07-24,12838.0595703125,12935.5,12812.01953125,12919.3095703125,63775500
2020-07-27,12838.66015625,12908.66015625,12811.4404296875,12865.75,60602800
2020-07-28,12835.2802734375,12936.009765625,12746.4599609375,12886.23046875,58126400
2020-07-29,12822.259765625,12864.3896484375,12789.9697265625,12819.6298828125,70233500
2020-07-30,12379.650390625,12768.7099609375,12253.919921875,12762.1201171875,103737800
2020-07-31,12313.3603515625,12524.75,12313.3603515625,12403.099609375,81406400
2020-08-03,12646.98046875,12698.5595703125,12365.6103515625,12374.4599609375,73270900
2020-08-04,12600.8701171875,12768.580078125,12528.0703125,12744.1298828125,65605800
2020-08-05,12660.25,12757.0302734375,12632.990234375,12667.1201171875,67957000
2020-08-06,12591.6796875,12799.2099609375,12519.849609375,12664.5498046875,67702900
2020-08-07,12674.8798828125,12691.66015625,12517.4404296875,12634.7900390625,57754800
2020-08-10,12687.5302734375,12753.1201171875,12605.8203125,12729.099609375,49572900
2020-08-11,12946.8896484375,13046.1298828125,12802.0595703125,12806.9697265625,77566500
2020-08-12,13058.6298828125,13101.1201171875,12879.1103515625,12917.33984375,62437900
2020-08-13,12993.7099609375,13075.25,12956.2998046875,13044.4697265625,60055500
2020-08-14,12901.33984375,12971.080078125,12797.51953125,12965.2197265625,54988600
2020-08-17,12920.66015625,12960.83984375,12847.849609375,12924.8798828125,44400800
2020-08-18,12881.759765625,13052.83984375,12807.0,12836.8701171875,56723900
2020-08-19,12977.330078125,12980.7001953125,12833.7998046875,12838.6298828125,52633400
2020-08-20,12830.0,12891.1396484375,12755.51953125,12829.3896484375,54738500
2020-08-21,12764.7998046875,12911.26953125,12633.7099609375,12879.4501953125,71999900
2020-08-24,13066.5400390625,13104.3095703125,12924.7001953125,12945.9697265625,64175000
2020-08-25,13061.6201171875,13221.8203125,13060.8701171875,13136.76953125,55974200
2020-08-26,13190.150390625,13192.3203125,13010.5302734375,13041.830078125,46701500
2020-08-27,13096.3603515625,13218.0498046875,13087.3701171875,13206.580078125,53031400
2020-08-28,13033.2001953125,13147.240234375,12951.259765625,13140.599609375,63768900
2020-08-31,12945.3798828125,13148.1904296875,12923.759765625,13103.9296875,59561900
2020-09-01,12974.25,13127.2802734375,12850.2998046875,13037.2001953125,63053900
2020-09-02,13243.4296875,13303.169921875,13062.169921875,13071.66015625,80774100
2020-09-03,13057.76953125,13460.4599609375,13004.830078125,13354.7197265625,81698500
2020-09-04,12842.66015625,13127.080078125,12753.6904296875,12916.1201171875,94282700
2020-09-07,13100.2802734375,13117.6103515625,12920.919921875,12931.400390625,54819100
2020-09-08,12968.330078125,13147.51953125,12856.5498046875,13126.23046875,72302300
2020-09-09,13237.2099609375,13257.5400390625,12973.4599609375,12990.51953125,73655700
2020-09-10,13208.8896484375,13297.7099609375,13161.9296875,13265.509765625,56811700
2020-09-11,13202.83984375,13255.4697265625,13117.4599609375,13198.740234375,57027900
2020-09-14,13193.66015625,13339.1396484375,13159.7197265625,13329.6103515625,49242800
2020-09-15,13217.669921875,13262.8095703125,13138.2001953125,13220.8095703125,60478800
2020-09-16,13255.3701171875,13277.23046875,13181.5595703125,13224.16015625,62417900
2020-09-17,13208.1201171875,13245.8701171875,13035.9404296875,13060.1796875,55914900
2020-09-18,13116.25,13263.4404296875,13116.25,13210.8603515625,185861100
